jurisdicción,sector,ámbito,departamento,código_de_departamento,localidad,código_de_localidad,cueanexo,nombre,domicilio,c._p.,teléfono,mail,nro
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032800,JARDIN DE INFANTES NRO 142 SANTA FE DE LA VERA CRUZ,PEDRO DE VEGA 3900 CIUDADELA NORTE ,S3000,0342 4579283,jardin142_santafe@santafe.edu.ar,142
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032900,ESCUELA PRIMARIA NOCTURNA NRO 44 PABLO RICCHIERI,BLAS PARERA 5900 SCHENEIDER ,S3000,0342 4578998,primadulto44_santafe@santafe.edu.ar,44
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032901,GRADO RADIAL I - ESCUELA NOCTURNA NRO 44,GOROSTIAGA 3951  VECINAL CIUDADELA NORTE,S3000,0342 4578998,PRIMADULTO44_SANTAFE@SANTAFE.EDU.AR,44
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032902,GRADO RADIAL II - ESCUELA NOCTURNA NRO 44,IGNACIO CRESPO Y ALBERTI S/N  VECINAL SCARAFIA,S3000,- -,PRIMADULTO44_SANTAFE@SANTAFE.EDU.AR,44
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032903,C.E.P.A. NRO 27,BLAS PARERA 5900 SCHENEIDER ,S3000,0342 4578998,cepa27_santafe@santafe.edu.ar,27
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032904,GRADO RADIAL III - ESCUELA NOCTURNA NRO 44,ESTANISLAO ZEBALLOS Y PADRE VIEYRA  LA LOMA CAPILLA DEL SALADO,S3000,- -,PRIMADULTO44_SANTAFE@SANTAFE.EDU.AR,44
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032905,GRADO RADIAL IV - ESCUELA NOCTURNA NRO 44,CHICLANA 6700  VECINAL SCARAFIA,S3000,0 0,PRIMADULTO44_SANTAFE@SANTAFE.EDU.AR,44
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032906,GRADO RADIAL V - ESCUELA NOCTURNA NRO 44,VIEYTES 5047 LA LOMA ASOCIACION QOMMASHI,S3000,- -,PRIMADULTO44_SANTAFE@SANTAFE.EDU.AR,44
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,NELSON,82063016,820032907,C.E.P.A. NRO 172,BELGRANO 1085  ,S3032,0342 4902028,CEPA172_NELSON@SANTAFE.EDU.AR,172
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,LLAMBI CAMPBELL,82063013,820032908,C.E.P.A. NRO 23,ALMTE BROWN 524  ,S3036,03497 420037,CEPA23_LLAMBICAMPBELL@SANTAFE.EDU.AR,23
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820032909,GRADO RADIAL VI - ESCUELA NOCTURNA NRO 44,SERBANDO BAYO 6750  ,S3000,- -,PRIMADULTO44_SANTAFE@SANTAFE.EDU.AR,44
Santa Fe,Privado,Urbano,ROSARIO,82084,ROSARIO,82084039,820033100,ESCUELA PART. INC. NRO 1282 FRANCISCO RAMOS MEJIA,MORRISON 8102 FISHERTON ,S2000,0341 4525067,prim1282_rosario@santafe.edu.ar,1282
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,SAN JUSTO,82112042,820033200,E.E.M.P.A. NRO 1044,BELGRANO 1608 SAN JOSE OBRERO ,S3040,03498 427426,eempa1044_sanjusto@santafe.edu.ar,1044
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,SAN JUSTO,82112042,820033202,EXTENSION AULICA E.E.M.P.A. NRO 1044,1RO DE MAYO  2498  SITRAM,S3040,- -,eempa1044_sanjusto@santafe.edu.ar,1044
Santa Fe,Estatal,Rural,SAN JUSTO,82112,RAMAYON,82112037,820033203,EXTENSION AULICA E.E.M.P.A. NRO 1044,CALLE PÚBLICA S/N   ,S3042,03498 497003,eempa1044_sanjusto@santafe.edu.ar,1044
Santa Fe,Estatal,Rural,SAN JUSTO,82112,MARCELINO ESCALADA,82112029,820033204,EXTENSION AULICA E.E.M.P.A. NRO 1044,VILLA LASTENIA 382  ,S3042,- -,eempa1044_sanjusto@santafe.edu.ar,1044
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,SAN JUSTO,82112042,820033300,E.E. TÉCNICO PROFESIONAL NRO 336 MARIO CESAR VIDELA,RUTA 11 KM 560   ,S3040,03498 423264,sec336_sanjusto@santafe.edu.ar,336
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,SAN JUSTO,82112042,820033400,ESCUELA ESPECIAL NRO 2037,BATALLA DE TUCUMAN 1595 REYES ,S3040,03498 427462,especial2037_sanjusto@santafe.edu.ar,2037
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,GOBERNADOR CRESPO,82112013,820033401,ANEXO NRO I-ESCUELA ESPECIAL NRO 2037,AV GRAL SAN MARTIN 384  ,S3044,03498 480004,especial12037_gobernadorcrespo@santafe.edu.ar,2037
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,SAN JUSTO,82112042,820033500,INSTITUTO SUPERIOR NRO 20 SENADOR NESTOR JUAN ZAMARO,BV. PATRIA 2702 LA FLORIDA ,S3040,03498 426023/15526026,superior20_sanjusto@santafe.edu.ar,20
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,SAN JUSTO,82112042,820033600,E.E. TÉCNICO PROFESIONAL NRO 277 FRAY FRANCISCO CASTAÑEDA,BATALLA DE TUCUMAN 2217 CENTRO 1º PISO,S3040,03498 427391,sec277_sanjusto@santafe.edu.ar,277
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,AMENABAR,82042002,820033800,ESCUELA NRO 970 JUAN M.CABOT,   CAMPO CULLAK COLONIA FALUCHO,S6103,03462 15562658,prim970_amenabar@santafe.edu.ar,970
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,AMENABAR,82042002,820033900,ESCUELA NRO 169 GENERAL JOSE DE SAN MARTIN,RIVADAVIA 488  ,S6103,03382 492612,prim169_amenabar@santafe.edu.ar,169
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,AMENABAR,82042002,820033902,C.E.R. NRO 558,   COLONIA FALUCHO,S6103, ,cer558_coloniafalucho@santafe.edu.ar,558
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820034100,ESCUELA NRO 6031 PROVINCIA DE BUENOS AIRES,CHACABUCO 315 SUR CHACABUCO Y PTE.PERON,S6100,03382 429273,prim6031_rufino@santafe.edu.ar,6031
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820034200,E.E. TÉCNICO PROFESIONAL NRO 286,FERNANDO GARIN 374 SUR ,S6100,03382 429285,sec286_rufino@santafe.edu.ar,286
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820034300,INSTITUTO SUPERIOR DE PROFESORADO NRO 19 RAQUEL CANE,CHACABUCO 315 SUR CHACABUCO Y PTE.PERON,S6100,03382 420410,superior19_rufino@santafe.edu.ar,19
Santa Fe,Privado,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820034400,E.E. TÉCNICO PROFESIONAL PART. INC. NRO 2070 SAN JOSÉ,SAN GERONIMO 420 GENERAL SAN MARTIN ,S6100,03382 430035,sec2070_rufino@santafe.edu.ar,2070
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820034600,ESCUELA NRO 6426 CLUB DE LEONES,IRIONDO 429 GENERAL SAN MARTIN ,S6100,03382 427984,prim6426_rufino@santafe.edu.ar,6426
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820034700,C.E.P.A. NRO 43,IRIONDO 429 GENERAL SAN MARTIN ,S6100,03382 427984,CEPA43_RUFINO@SANTAFE.EDU.AR,43
Santa Fe,Privado,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820034800,ESCUELA PART. INC. NRO 1288 SAN JOSÉ,BENITO BIANCO 412 GENERAL SAN MARTIN ,S6100,03382 430817,prim1288_rufino@santafe.edu.ar,1288
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820035000,JARDIN DE INFANTES NUCLEADO NRO 116 20 DE NOVIEMBRE,MAGALLANES 57 GENERAL SAN MARTIN ,S6100,03382 429397,jardin116_rufino@santafe.edu.ar,116
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820035002,NUCLEO ITINERANTE II - JARDIN DE INFANTES NUCLEADO NRO 116 20 DE NOVIEMBRE,IRIONDO 429 GENERAL SAN MARTIN ,S6100,03382 429397,jardin116_rufino@santafe.edu.ar,116
Santa Fe,Estatal,Rural,CASTELLANOS,82021,COLONIA FIDELA,82021071,820035100,ESCUELA NRO 508 MARTIN MIGUEL DE GUEMES,ESTACION CASABLANCA   RUTA 81 S - ZONA RURAL,S2301,03492 493340,prim508_fidela@santafe.edu.ar,508
Santa Fe,Estatal,Rural,CASTELLANOS,82021,COLONIA BIGAND,82021013,820035200,ESCUELA NRO 1041 JOSE ANTONIO ALVAREZ CONDARCO,ZONA RURAL   RUTA PCIAL 81 S,S2317,03493 15416330,prim1041_coloniabigand@santafe.edu.ar,1041
Santa Fe,Estatal,Rural,CASTELLANOS,82021,VILA,82021060,820035300,ESCUELA NRO 804 GENERAL SAN MARTIN,ZONA RURAL   CAMPO BERTONI,S2306,03492 493336,prim804_vila@santafe.edu.ar,804
Santa Fe,Estatal,Rural,CASTELLANOS,82021,VILA,82021060,820035400,E.E.M.P.A. NRO 1008 PAULO FREIRE,AVENIDA ARTURO ROMERO ACUÑA SUR 216  ,S2306,03492 493008,eempa1008_vila@santafe.edu.ar,1008
Santa Fe,Estatal,Rural,CASTELLANOS,82021,CLUCELLAS,82021069,820035401,ANEXO I - E.E.M.P.A. NRO 1008,LA RIOJA 211  LA RIOJA Y 8 DE SEPTIEMBRE,S2407,03492 493008,eempa6008_plazaclucellas@santafe.edu.ar,1008
Santa Fe,Estatal,Rural,CASTELLANOS,82021,SAN ANTONIO,82021051,820035500,ESCUELA NRO 6011 HILARIO ASCASUBI,SAN JUAN 250  ZONA RURAL - A 23 KM DE RAFAELA,S2301,03492 491049,prim6011_sanantonio@santafe.edu.ar,6011
Santa Fe,Estatal,Rural,CASTELLANOS,82021,SAN ANTONIO,82021051,820035501,C.E.R. NRO 286 MARIANO MORENO,   ZONA RURAL,S2301,0342 155157163,cer286_sanantonio@santafe.edu.ar,286
Santa Fe,Estatal,Rural,CASTELLANOS,82021,CASTELLANOS,82021011,820035600,ESCUELA NRO 638 DON JOSE DE SAN MARTIN,ZONA RURAL  PLAZA CASTELLANOS PLAZA CASTELLANOS-ZONA RURAL,S2301,03492 493017,prim638_castellanos@santafe.edu.ar,638
Santa Fe,Estatal,Rural,CASTELLANOS,82021,VILLA SAN JOSE,82021062,820035700,ESCUELA NRO 900 AÑO DEL LIBERTADOR GENERAL SAN MARTIN,"COLON 440  A 20 KM DE RAFAELA, RUTA NACIONAL 34",S2301,03492 494050,prim900_villasanjose@santafe.edu.ar,900
Santa Fe,Estatal,Rural,CASTELLANOS,82021,PRESIDENTE ROCA,82021046,820035800,ESCUELA NRO 386 DOMINGO FAUSTINO SARMIENTO,RAMON ABELLAS 250  A 15 KM DE RAFAELA,S2301,03492 485008,prim386_presidenteroca@santafe.edu.ar,386
Santa Fe,Estatal,Rural,CASTELLANOS,82021,CAPILLA FASSI,82021010,820036000,ESCUELA NRO 767 DOMINGO FAUSTINO SARMIENTO,CAMINO RURAL-CAPILLA FASSI   ,S2319,03492 484614,prim767_egusquiza@santafe.edu.ar,767
Santa Fe,Estatal,Rural,CASTELLANOS,82021,PRESIDENTE ROCA,82021046,820036100,ESCUELA NRO 387 GENERAL GERONIMO ESPEJO,ZONA RURAL   ESTACION ROCA,S2301,03492  453138,prim387_presidenteroca@santafe.edu.ar,387
Santa Fe,Estatal,Rural,CASTELLANOS,82021,EGUSQUIZA,82021020,820036200,ESCUELA NRO 6080 GUILLERMO LEHMANN,9 DE JULIO S/N  EGUSQUIZA ZONA URBANA,S2319,03492 484585,prim6080_egusquiza@santafe.edu.ar,6080
Santa Fe,Estatal,Rural,CASTELLANOS,82021,LEHMANN,82021037,820036300,ESCUELA NRO 905 DOMINGO FAUSTINO SARMIENTO,ZONA RURAL   CAMPO GIACOSSA,S2305,- -,prim905_lehmann@santafe.edu.ar,905
Santa Fe,Estatal,Rural,CASTELLANOS,82021,ATALIVA,82021003,820036400,ESCUELA NRO 199 GENERAL JOSE DE SAN MARTIN,   ATALIVA SUR - ZONA RURAL,S2307,03492 480994,prim199_ataliva@santafe.edu.ar,199
Santa Fe,Estatal,Rural,CASTELLANOS,82021,GALISTEO,82021031,820036500,ESCUELA NRO 6162 DEMETRIO ITURRASPE RODRIGUEZ,ZONA RURAL   COLONIA GALISTEO,S2307,03405 15485394,prim6162_galisteo@santafe.edu.ar,6162
Santa Fe,Estatal,Rural,CASTELLANOS,82021,ATALIVA,82021003,820036600,ESCUELA NRO 375 JUSTO JOSE DE URQUIZA,RIVADAVIA 149  ,S2307,03493 491062,prim375_ataliva@santafe.edu.ar,375
Santa Fe,Privado,Urbano,CASTELLANOS,82021,SUNCHALES,82021056,820036700,I.S.P.A. NRO 9244 I.C.E.S.,RUTA NACIONAL Nº34 - SILVIO DELLONI 4013  COMPLEJO CIUDAD VERDE,S2322,03493 421121,msuperior9244_sunchales@santafe.edu.ar,9244
Santa Fe,Privado,Urbano,CASTELLANOS,82021,SUNCHALES,82021056,820036800,E.E.S. ORIENTADA PART. AUT. NRO 3079 I.C.E.S.,RUTA NACIONAL Nº34 - SILVIO DELLONI 4013  COMPLEJO CIUDAD VERDE,S2322,03493 421121,sec3079_sunchales@santafe.edu.ar,3079
Santa Fe,Estatal,Rural,CASTELLANOS,82021,SUNCHALES,82021056,820036900,ESCUELA NRO 901 GENERAL SAN MARTIN,COLONIA LA MANUELITA   PASAJE LA MANUELITA,S2322,03493 15415943,prim901_sunchales@santafe.edu.ar,901
Santa Fe,Estatal,Rural,CASTELLANOS,82021,SUNCHALES,82021056,820037000,ESCUELA NRO 626 DOCTOR NICOLAS AVELLANEDA,RUTA NRO 62 S   RIPIADO - CAMPO AMBROGGIO - N. INICIAL ESC. NRO 626,S2322,03493 15662160,prim626_sunchales@santafe.edu.ar,626
Santa Fe,Estatal,Rural,CASTELLANOS,82021,SUNCHALES,82021056,820037100,ESCUELA NRO 806 GENERAL SAN MARTIN,CAMINO RURAL   CAMPO RISTORTO,S2322,03493 426015,prim806_sunchales@santafe.edu.ar,806
Santa Fe,Estatal,Rural,SAN MARTIN,82126,CASTELAR,82126004,820037200,ESCUELA NRO 6326 DOMINGO FAUSTINO SARMIENTO,  ZONA RURAL CAMPO OROÑO,S2401,03564 15519810,prim6326_castelar@santafe.edu.ar,6326
Santa Fe,Estatal,Rural,SAN MARTIN,82126,CRISPI,82126007,820037300,ESCUELA NRO 914 JOSE IGNACIO ZENTENO,   CAMPO SEVESO,S2441,03406 1541929,prim914_crispi@santafe.edu.ar,914
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SASTRE,82126019,820037400,ESCUELA ESPECIAL NRO 2051 CONVIVIR,MARIANO MORENO 1414  ,S2440,03406 481822,especial2051_sastre@santafe.edu.ar,2051
Santa Fe,Estatal,Urbano,9 DE JULIO,82077,TOSTADO,82077020,820037600,E.E.M.P.A. NRO 1035 LOS PIONEROS,SARMIENTO 1235 CENTRO ,S3060,03491 473678,eempa1035_tostado@santafe.edu.ar,1035
Santa Fe,Privado,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820037700,JARDIN DE INFANTES PART. INC. NRO 1299 SAN JOSE,9 DE JULIO 191 MICROCENTRO ,S2300,03492 506846,jardin1299_rafaela@santafe.edu.ar,1299
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820037800,ESCUELA NRO 6405 GABRIELA MISTRAL,LINIERS 25 CENTRAL CORDOBA ,S2300,03492 425220,prim6405_rafaela@santafe.edu.ar,6405
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,ELISA,82070009,820037900,ESCUELA NRO 826 PABLO ANTONIO PIZZURNO,GENERAL LOPEZ 585  ,S3029,03498 499042,prim826_elisa@santafe.edu.ar,826
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,COLONIA PUJOL,82070064,820038000,ESCUELA NRO 230 JOSE PEDRONI,   RUTA 70 KM 8-COLONIA PUJOL,S3080,03496 497015,prim230_esperanza@santafe.edu.ar,230
Santa Fe,Privado,Urbano,LAS COLONIAS,82070,ESPERANZA,82070011,820038100,ESCUELA ESPECIAL PART. INC. NRO 1328 S.A.P.E.,BELGRANO 2366 CENTRO ,S3080,03496 426706,especial1328_esperanza@santafe.edu.ar,1328
Santa Fe,Privado,Urbano,LAS COLONIAS,82070,HUMBOLDT,82070017,820038101,AULA RADIAL ESCUELA DE EDUCACION ESPECIAL PART. INC. NRO 1328 S.A.P.E.,AV 9 DE JULIO 2218  ,S3080,03496 487000,especial1328_esperanza@santafe.edu.ar,1328
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,PROGRESO,82070031,820038200,ESCUELA NRO 1183 BRIGADIER ESTANISLAO LOPEZ,   ZONA RURAL NORTE,S3023,- -,prim1183_progreso@santafe.edu.ar,1183
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,ESPERANZA,82070011,820038300,ESCUELA PRIMARIA NOCTURNA NRO 53 2 DE ABRIL,GUEMES 2191 CENTRO GÜEMES ESQ. SAAVEDRA,S3080,03496 427817,primadulto53_esperanza@santafe.edu.ar,53
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,ESPERANZA,82070011,820038307,GRADO RADIAL I - ESCUELA NOCTURNA NRO 53,DOCTOR ERCOVIS Y SIMON DE IRIONDO S/N  LA ORILLA BARRIO LA ORILLA,S3080,03496 421581,primadulto53_esperanza@santafe.edu.ar,53
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,ESPERANZA,82070011,820038308,GRADO RADIAL II - ESCUELA NOCTURNA NRO 53,SALTA 250  CAPILLA VIRGEN DE GUADALUPE,S3080,03496 480165,primadulto53_esperanza@santafe.edu.ar,53
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,HIPATIA,82070016,820038400,ESCUELA NRO 6052,DOMINGO SARMIENTO   ,S3023,342 5125783,prim6052_hipatia@santafe.edu.ar,6052
Santa Fe,Privado,Rural,LAS COLONIAS,82070,ELISA,82070009,820038500,ESCUELA PART. INC. NRO 3026 JUAN BAUTISTA ALBERDI,JACINTO ARAUZ 340  ,S3029,03498 499031,sec3026_elisa@santafe.edu.ar,3026
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,LA PELADA,82070021,820038600,JARDIN DE INFANTES NUCLEADO NRO 145 ALEJANDRO DAMIAN BARENGO,GENERAL SAN MARTIN   ,S3027,03497 495272,jardin145_lapelada@santafe.edu.ar,145
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,JACINTO L. ARAUZ,82070020,820038800,ESCUELA NRO 346 JOSE MANUEL ESTRADA,   DESVIO ARAUZ,S3029,0342 154288316,prim346_jacintolarauz@santafe.edu.ar,346
Santa Fe,Privado,Rural,LAS COLONIAS,82070,ELISA,82070009,820038900,JARDIN DE INFANTES PART. INC. NRO 1219 JUAN BAUTISTA ALBERDI,JACINTO ARAUZ 340  ,S3029,03498 499031,jardin1219_elisa@santafe.edu.ar,1219
Santa Fe,Privado,Urbano,GENERAL OBLIGADO,82049,FLORENCIA,82049023,820039000,ESCUELA PART. INC. NRO 1138 SANTISIMA VIRGEN NIÑA,MANUEL OBLIGADO 552 VIRGEN NIÑA ,S3516,03482 491062,prim1138_florencia@santafe.edu.ar,1138
Santa Fe,Estatal,Urbano,GENERAL OBLIGADO,82049,FLORENCIA,82049023,820039100,ESCUELA NRO 469 BRIGADIER ESTANISLAO LOPEZ,LANGWORTHY 471 SAN JOSE ESTE ,S3516,03482 491103,prim469_florencia@santafe.edu.ar,469
Santa Fe,Estatal,Rural,GENERAL OBLIGADO,82049,CAMPO HARDY,82049005,820039101,C.E.R. NRO 507,   CAMPO GOLA,S3516,- -,cer507_florencia@santafe.edu.ar,507
Santa Fe,Estatal,Rural,GENERAL OBLIGADO,82049,FLORENCIA,82049023,820039103,C.E.R. NRO 663,RUTA NACIONAL NRO 11 KM 921   ,S3516,- -,cer663_florencia@santafe.edu.ar,663
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,SAN LORENZO,82119017,820039200,E.E.S. ORIENTADA NRO 439 DOCTOR MELITON FRANCISCO HIERRO,GENERAL LOPEZ 3450 D VELEZ ,S2200,03476 424496,sec439_sanlorenzo@santafe.edu.ar,439
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,SAN LORENZO,82119017,820039300,E.E. TÉCNICO PROFESIONAL NRO 672 REMEDIOS ESCALADA DE SAN MARTÍN,BELGRANO 459 DEL COMBATE ,S2200,03476 422138,sec672_sanlorenzo@santafe.edu.ar,672
Santa Fe,Privado,Urbano,SAN LORENZO,82119,SAN LORENZO,82119017,820039400,ESCUELA PART. INC. NRO 1007 NUESTRA SEÑORA DE LA MISERICORDIA,BELGRANO 584 CENTRO ,S2200,03476 422210,prim1007_sanlorenzo@santafe.edu.ar,1007
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,ROLDAN,82119015,820039500,ESCUELA NRO 229 CORONEL MANUEL DORREGO,PELLEGRINI 901 AMERICA ,S2134,0341 4961264,prim229_roldan@santafe.edu.ar,229
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,ROLDAN,82119015,820039600,E.E. TÉCNICO PROFESIONAL NRO 643 GRANADEROS DE SAN LORENZO,SAN MARTIN 944  ,S2134,0341 4961020,sec643_roldan@santafe.edu.ar,643
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,ROLDAN,82119015,820039601,A.E.S. ORIENTADA NRO 1643,LA PAMPA 950  ,S2134,0341 4960604,sec1643_roldan@santafe.edu.ar,1643
Santa Fe,Privado,Urbano,SAN LORENZO,82119,ROLDAN,82119015,820039700,I.S.P.I. NRO 4038 JUAN PABLO II,ESTANISLAO LOPEZ 935 AMERICA ,S2134,0341 4960609,superior4038_roldan@santafe.edu.ar,4038
Santa Fe,Privado,Urbano,SAN LORENZO,82119,ROLDAN,82119015,820039800,I.S.P.I. NRO 9086 PAUL HARRIS,ENTRE RIOS 686  ,S2134,0341 4961027,msuperior9086_roldan@santafe.edu.ar; msec9086_roldan@santafe.edu.ar,9086
Santa Fe,Privado,Urbano,SAN LORENZO,82119,ROLDAN,82119015,820039900,JARDIN DE INFANTES PART. INC. NRO 1295 JUAN XXIII,ESTANISLAO LOPEZ 935 AMERICA ,S2134,0341 4961753,jardin1295_roldan@santafe.edu.ar,1295
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,VILLA MUGUETA,82119023,820040100,ESCUELA NRO 236 ESTANISLAO ZEBALLOS,9 DE JULIO 451  ,S2175,03464 497172,prim236_villamugueta@santafe.edu.ar,236
Santa Fe,Estatal,Rural,SAN LORENZO,82119,VILLA MUGUETA,82119023,820040101,C.E.R. NRO 152 DOMINGO FAUSTINO SARMIENTO,CAMPO LA CELIA   CER 152 DOMINGO FAUSTINO SARMIENTO,S2175,03464 497172,cer152_villamugueta@santafe.edu.ar,152
Santa Fe,Estatal,Rural,SAN LORENZO,82119,MAIZALES,82119010,820040200,ESCUELA NRO 6091 GENDARME RAUL CUELLO,   CAMINO COMUNAL- MAIZALES,S2175,03402 448098,prim6091_villamugueta@santafe.edu.ar,6091
Santa Fe,Estatal,Urbano,GENERAL OBLIGADO,82049,VILLA GUILLERMINA,82049056,820040400,ESCUELA NRO 863 OBISPO JOSE EUSEBIO COLOMBRES,SANTA FE S/N COLOMBRES ,S3589,03482 475108,prim863_villaguillermina@santafe.edu.ar,863
Santa Fe,Estatal,Urbano,GENERAL OBLIGADO,82049,RAMAL SAN JUAN,82049095,820040401,C.E.R. NRO 573,   RUTA 30 KM 12 - RAMAL SAN JUAN,S3589,03482 492048,cer573_villaguillermina@santafe.edu.ar,573
Santa Fe,Estatal,Urbano,GENERAL OBLIGADO,82049,FLORENCIA,82049023,820040500,E.E.S. ORIENTADA NRO 267 TENIENTE DANIEL JUKIC,LANGWORTHY 471 SAN JOSE ESTE ,S3516,03482 4891511,sec267_florencia@santafe.edu.ar,267
Santa Fe,Estatal,Urbano,GENERAL OBLIGADO,82049,FLORENCIA,82049023,820040504,A.E.S. ORIENTADA NRO 4267,LANGWORTHY 471 SAN JOSE ESTE ,S3516,03482 491511,sec4267_florencia@santafe.edu.ar,4267
Santa Fe,Estatal,Rural,GENERAL OBLIGADO,82049,CAMPO HARDY,82049005,820040600,ESCUELA NRO 961 DOMINGO FAUSTINO SARMIENTO,CALLE VECINAL S/N   ,S3516,03482 499154,prim961_florencia@santafe.edu.ar,961
Santa Fe,Estatal,Urbano,GENERAL OBLIGADO,82049,VILLA GUILLERMINA,82049056,820040800,TALLER DE EDUCACION MANUAL NRO 119,GENERAL OBLIGADO S/N POLIDEPORTIVO COMPLEJO POLIDEPORTIVO,S3589,03482 475681,taller119_villaguillermina@santafe.edu.ar,119
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820040900,ESCUELA NRO 1342 LAZARO FLURY,FRAY LUIS BELTRAN 1686 VILLANUEVA ,S2451,03406 442111,prim1342_sanjorge@santafe.edu.ar,1342
Santa Fe,Privado,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041000,E.E.S. ORIENTADA PART. INC. NRO 8157 SAGRADO CORAZÓN,SAN JUAN 1631 CENTRO ,S2451,03406 440627,sec8157_sanjorge@santafe.edu.ar,8157
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041200,TALLER DE EDUCACION MANUAL NRO 60 JORGE STHEPENSON,URQUIZA 1386 CENTRO ,S2451,03406 443608,taller60_sanjorge@santafe.edu.ar,60
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041300,ESCUELA ESPECIAL NRO 2043 ITALIA MARINI DE BELTRAMINO,PRESIDENTE PERON 287 GUADALUPE ,S2451,03406 442674,especial2043_sanjorge@santafe.edu.ar,2043
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041500,JARDIN DE INFANTES NUCLEADO NRO 166 OLGA COSSETTINI,EVA PERON 1156 CENTRO ,S2451,03406 442044,jardin166_sanjorge@santafe.edu.ar,166
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041501,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 166 OLGA COSSETTINI,BOULEVARD PRESIDENTE PERON 1806 ZUGLA ,S2451,03406 443713,jardin166_sanjorge@santafe.edu.ar,166
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041600,CE.C.LA. NRO 7,MITRE 226  ,S2451,03406 444515,cecla7_sanjorge@santafe.edu.ar,7
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041700,ESCUELA NRO 6362 SAN JOSE DE CALASANZ,LISANDRO DE LA TORRE 813 BELGRANO ,S2451,03406 440324,prim6362_sanjorge@santafe.edu.ar,6362
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,SAN JORGE,82126021,820041800,E.E.M.P.A. NRO 1216 ALEJANDRA ISABEL CUGNO,DORREGO 1379 CENTRO ,S2451,03406 441979,eempa1216_sanjorge@santafe.edu.ar,1216
